"","age","urban","college","cotPension","cuentaPropia","depto","directorio","dsi","estrato","formal","inac","ingtot","hoursWorkUsual","maxEducLevel","oficio","orden","salud","seguridadsocial","sex","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","sub.alimentacion","sub.transporte","sub.familiar","sub.educativo","log_y_salary_h","log_y_salary_m"
"1",36,1,1,1,0,11,4514331,0,2,1,0,1840833.33333333,45,6,39,1,1,2,1,0,5,1300000,6740.74072265625,1,2,1,2,8.81592509737174,14.0778748224318
"2",51,1,0,1,0,11,4514333,0,2,1,0,1878973.33333333,48,7,85,1,1,1,1,0,3,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"3",45,1,0,1,0,11,4514334,0,2,1,0,883357,56,4,45,1,1,1,1,1,2,737717,3073.82080078125,2,1,2,2,8.03067662727285,13.5113155612049
"4",61,1,0,2,0,11,4514335,0,2,0,0,1200000,40,3,53,1,1,3,1,0,4,7e+05,4083.33325195312,2,2,2,2,8.31466890737492,13.4588356140255
"5",35,1,0,1,0,11,4514338,0,2,1,0,1941500,48,7,13,2,1,2,0,0,5,1700000,8263.888671875,2,2,1,2,9.01965053925121,14.3461388090264
"6",35,1,1,1,0,11,4514339,0,2,1,0,1083000,40,6,42,1,1,1,0,0,5,950000,5541.66650390625,2,1,1,2,8.62005054748564,13.7642172635767
"7",39,1,0,1,0,11,4514339,0,2,1,0,1716333.33333333,44,7,33,2,1,1,1,0,5,1450000,7689.39404296875,2,1,1,2,8.94759726134148,14.1870741143968
"8",29,1,0,2,1,11,4514342,0,2,0,0,1e+06,40,7,37,2,2,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"9",29,1,1,1,0,11,4514343,0,2,1,0,779000,54,6,45,1,1,1,1,1,2,750000,3240.74072265625,2,2,1,2,8.08355720076102,13.5278284855125
"10",44,1,0,2,1,11,4514344,0,2,0,0,3e+05,42,5,57,2,2,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"11",31,1,1,1,0,11,4514345,0,2,1,0,2121000,55,6,45,5,1,1,1,0,5,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"12",55,1,1,2,0,11,4514346,0,2,0,0,9e+05,48,6,84,1,1,3,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"13",56,1,0,1,0,11,4514348,0,2,1,0,820857,48,4,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"14",23,1,0,1,0,11,4514349,0,2,1,0,1226333.41666667,40,7,39,3,1,1,1,0,5,737717,4303.34912109375,2,1,2,2,8.36714886389406,13.5113155612049
"15",30,1,1,1,0,11,4514349,0,2,1,0,1237806.66666667,54,6,53,2,1,1,1,0,3,8e+05,3456.7900390625,2,1,2,2,8.14809570306489,13.5923670066501
"16",50,1,0,2,1,11,4514350,0,2,0,0,6e+05,48,7,45,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"17",28,1,0,1,0,11,4514350,0,2,1,0,949806.666666667,48,7,39,2,1,1,1,0,5,8e+05,3888.88891601562,1,1,2,2,8.26587877011078,13.5923670066501
"18",54,1,0,2,1,11,4514351,0,2,0,0,1500000,66,5,79,1,1,3,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"19",36,1,1,2,0,11,4514352,0,2,0,0,310000,16,6,37,2,1,3,1,1,2,3e+05,4375,2,2,2,2,8.38366179879172,12.6115377536383
"20",53,1,0,2,1,11,4514353,0,2,0,0,60000,40,5,56,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"21",33,1,0,1,0,11,4514354,0,2,1,0,1591500,48,7,39,2,1,1,0,0,3,1500000,7291.66650390625,2,2,1,2,8.89448740023628,14.2209756660724
"22",38,1,1,1,0,11,4514354,0,2,1,0,795883.666666667,48,6,37,1,1,1,1,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"23",51,1,1,2,1,11,4514357,0,2,0,0,70000,48,6,93,2,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"24",51,1,1,1,0,11,4514357,0,2,1,0,1083333.33333333,45,6,55,1,1,1,0,0,4,1e+06,5185.18505859375,2,1,2,2,8.55356081117305,13.8155105579643
"25",43,1,0,1,0,11,4514359,0,2,1,0,3633333.33333333,48,7,21,1,1,1,1,0,5,3500000,17013.888671875,2,2,2,2,9.74178527018981,15.0682735264596
"26",47,1,1,1,1,11,4514360,0,2,1,0,1300000,70,6,98,2,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"27",41,1,1,1,0,11,4514360,0,2,1,0,1659806.66666667,40,6,32,1,1,2,0,0,5,1400000,8166.66650390625,2,1,1,2,9.00781608793486,14.1519827945855
"28",31,1,1,1,0,11,4514361,0,2,1,0,826883.666666667,48,6,97,2,1,1,0,0,4,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"29",36,1,0,1,0,11,4514361,0,2,1,0,825800.333333333,48,5,98,3,1,1,1,0,4,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"30",50,1,1,1,0,11,4514363,0,2,1,0,910333.416666667,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"31",42,1,1,1,0,11,4514364,0,2,1,0,1087000,48,6,54,2,1,1,0,1,1,9e+05,4375,2,1,2,2,8.38366179879172,13.7101500423064
"32",45,1,0,1,0,11,4514364,0,2,1,0,1500000,45,4,98,1,1,1,1,0,3,1500000,7777.77783203125,2,2,2,2,8.95902595067072,14.2209756660724
"33",20,1,0,1,0,11,4514364,0,2,1,0,786000,60,7,95,3,1,1,1,0,5,786000,3056.66674804688,2,2,2,2,8.02508030320624,13.5747120714113
"34",49,1,1,1,0,11,4514365,0,2,1,0,1283140,48,6,58,1,1,1,1,0,4,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"35",47,1,1,2,1,11,4514366,0,2,0,0,3e+05,9,6,55,1,2,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"36",24,1,1,2,1,11,4514367,0,2,0,0,850000,60,6,98,1,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"37",27,1,0,1,0,11,4514368,0,2,1,0,1333140,42,7,33,2,1,1,1,0,5,1200000,6666.66650390625,2,1,2,2,8.80487523945396,13.9978321147582
"38",24,1,0,1,0,11,4514369,0,2,1,0,3050000,40,7,30,3,1,1,0,0,4,2300000,13416.6669921875,2,2,2,2,9.50425301844102,14.6484196808994
"39",47,1,0,1,0,11,4514369,0,2,1,0,2283333.33333333,84,7,19,1,1,1,0,0,5,1700000,4722.22216796875,2,1,2,2,8.46003476608732,14.3461388090264
"40",55,1,0,1,1,11,4514369,0,2,1,0,1800000,48,5,83,2,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"41",21,1,0,2,0,11,4514370,0,3,0,0,350000,15,7,42,2,1,3,1,0,3,350000,5444.4443359375,2,2,2,2,8.6023509798267,12.7656884334656
"42",29,1,1,2,0,11,4514371,0,2,0,0,820857,48,6,55,1,1,1,1,1,2,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"43",63,1,1,2,1,11,4514372,0,3,0,0,1300000,48,6,51,1,1,3,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"44",35,1,0,1,0,11,4514374,0,2,1,0,1513140,56,4,98,2,1,1,1,0,5,1200000,5000,2,1,2,2,8.51719319141624,13.9978321147582
"45",56,1,1,1,0,11,4514374,0,2,1,0,882333.416666667,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"46",53,1,1,1,0,11,4514375,0,2,1,0,1275000,48,6,45,1,1,1,0,0,5,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"47",23,1,0,1,0,11,4514375,0,2,1,0,1625000,48,7,39,2,1,1,0,0,5,1500000,7291.66650390625,2,2,2,2,8.89448740023628,14.2209756660724
"48",41,1,1,1,0,11,4514376,0,2,1,0,820857,49,6,55,1,1,1,1,0,3,737717,3512.93798828125,2,1,2,2,8.16420800004093,13.5113155612049
"49",32,1,1,2,0,11,4514377,0,2,0,0,820857,48,6,32,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"50",62,1,0,2,0,11,4514378,0,2,0,0,1550000,84,4,39,1,1,3,1,1,2,1200000,3333.33325195312,1,2,2,2,8.11172805889401,13.9978321147582
"51",24,1,0,1,0,11,4514379,0,2,1,0,1693140,48,7,84,1,1,1,1,0,5,1400000,6805.5556640625,2,1,2,2,8.82549456701463,14.1519827945855
"52",43,1,0,1,0,11,4514380,0,3,1,0,3150000,30,7,13,2,1,2,0,0,5,2800000,21777.77734375,2,2,2,2,9.98864534094659,14.8451299751454
"53",55,1,0,1,0,11,4514380,0,3,1,0,2925000,30,7,13,1,1,2,1,0,5,2600000,20222.22265625,2,2,2,2,9.91453741018563,14.7710220029917
"54",73,1,0,1,0,11,4514381,0,2,1,0,1587717,40,4,54,1,1,1,0,1,1,737717,4303.34912109375,2,2,2,2,8.36714886389406,13.5113155612049
"55",51,1,0,2,0,11,4514382,0,2,0,0,1e+06,48,5,93,2,1,3,1,1,2,1e+06,4861.111328125,2,2,2,2,8.4890223590924,13.8155105579643
"56",76,1,0,2,1,11,4514382,0,2,0,0,80000,30,3,79,1,1,3,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"57",47,1,1,2,1,11,4514383,0,3,0,0,5e+05,60,6,45,3,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"58",56,1,1,2,1,11,4514384,0,3,0,0,780000,8,6,54,3,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"59",47,1,1,1,0,11,4514384,0,3,1,0,882523.666666667,48,6,97,8,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"60",29,1,1,1,0,11,4514384,0,3,1,0,1237140,40,6,39,6,1,1,0,0,4,9e+05,5250,2,1,1,2,8.56598335558567,13.7101500423064
"61",52,1,1,2,0,11,4514385,0,3,0,0,2500000,54,6,57,1,1,1,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"62",63,1,1,2,0,11,4514387,0,3,0,0,7216666.66666667,48,6,84,1,1,1,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"63",25,1,1,1,0,11,4514387,0,3,1,0,1551473.33333333,60,6,54,3,1,1,0,1,1,625000,2430.5556640625,2,1,2,2,7.79587517853245,13.3455069287185
"64",32,1,0,1,1,11,4514387,0,3,1,0,1e+06,50,7,18,1,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"65",24,1,1,1,0,11,4514388,0,3,1,0,935166.666666667,48,6,58,2,1,1,0,0,5,781000,3796.52783203125,2,1,2,2,8.24184219959738,13.5683304288218
"66",27,1,1,1,0,11,4514388,0,3,1,0,941166.666666667,48,6,58,1,1,1,1,0,5,781000,3796.52783203125,2,1,2,2,8.24184219959738,13.5683304288218
"67",63,1,0,2,1,11,4514389,0,3,0,0,2e+05,60,3,41,2,1,3,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"68",71,1,0,2,1,11,4514389,0,3,0,0,1200000,60,3,41,1,1,3,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"69",52,1,0,1,0,11,4514390,0,4,1,0,11177083.3333333,45,7,2,1,1,1,1,0,5,7500000,38888.890625,2,2,2,2,10.5684639007722,15.8304135785065
"70",52,1,0,1,0,11,4514390,0,4,1,0,6018333.33333333,45,7,2,2,1,1,0,0,5,5200000,26962.962890625,2,2,2,2,10.2022194584916,15.4641691835517
"71",25,1,0,1,0,11,4514390,0,4,1,0,1461473.33333333,48,7,2,4,1,1,1,0,5,1320000,6416.66650390625,2,1,2,2,8.76665402568256,14.0931422945626
"72",53,1,0,2,1,11,4514391,0,4,0,0,980000,48,4,84,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"73",30,1,0,1,0,11,4514391,0,4,1,0,2166666.66666667,48,7,2,2,1,1,0,0,4,2e+06,9722.22265625,2,2,2,2,9.18216953965234,14.5086577385242
"74",42,1,1,1,0,11,4514392,0,4,1,0,2e+06,72,6,57,1,1,1,1,0,3,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"75",52,1,1,1,0,11,4514392,0,4,1,0,8e+05,72,6,57,2,1,1,0,0,3,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"76",41,1,0,2,1,11,4514395,0,3,0,0,1200000,40,7,39,2,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"77",19,1,0,1,0,11,4514395,0,3,1,0,916666.666666667,48,7,33,3,1,1,0,0,5,850000,4131.9443359375,2,1,2,2,8.32650335869126,13.6529916284665
"78",37,1,0,1,0,11,4514395,0,3,1,0,889357,48,7,41,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"79",53,1,0,2,1,11,4514396,0,3,0,0,4e+05,20,5,57,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"80",39,1,0,2,1,11,4514397,0,4,0,0,737717,20,7,21,2,1,1,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"81",41,1,0,1,0,11,4514397,0,4,1,0,6716666.66666667,48,7,44,1,1,1,1,0,5,5e+06,24305.5546875,2,2,2,2,10.0984601911694,15.4249484703984
"82",58,1,1,1,0,11,4514398,0,4,1,0,1300000,36,6,51,1,1,1,0,0,3,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"83",33,1,0,1,0,11,4514398,0,4,1,0,650000,30,7,53,3,1,1,0,0,3,650000,5055.5556640625,2,2,2,2,8.52824304906573,13.3847276418718
"84",51,1,1,2,0,11,4514398,0,4,0,0,8e+05,56,6,53,2,1,1,1,0,3,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"85",59,1,0,2,1,11,4514401,0,3,0,0,750000,30,7,84,1,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"86",49,1,1,2,1,11,4514402,0,2,0,0,450000,70,6,81,2,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"87",53,1,1,1,0,11,4514402,0,2,1,0,849857,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"88",60,1,0,2,0,11,4514403,0,3,0,0,897717,45,4,54,1,1,1,0,1,1,737717,3825.19921875,2,2,2,2,8.24936582823768,13.5113155612049
"89",27,1,0,2,1,11,4514404,0,2,0,0,120000,5,7,3,3,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"90",43,1,0,1,0,11,4514404,0,2,1,0,2018667,30,7,13,2,1,2,0,0,5,1602000,12460,2,1,2,2,9.43027879234144,14.2867634066104
"91",62,1,1,2,0,11,4514404,0,2,0,0,780000,48,6,92,1,1,3,0,0,3,780000,3791.66674804688,2,2,2,2,8.24056097661395,13.5670491986658
"92",47,1,1,2,0,11,4514405,0,2,0,0,3200000,60,6,98,1,1,1,1,0,3,3200000,12444.4443359375,2,2,2,2,9.4290295642217,14.97866136777
"93",44,1,0,1,0,11,4514406,0,3,1,0,1550000,10,7,37,1,1,1,0,0,3,7e+05,16333.3330078125,2,2,2,2,9.70096326849481,13.4588356140255
"94",40,1,0,1,0,11,4514408,0,3,1,0,2350000,40,7,6,4,1,1,0,0,5,1566233.77618804,7984.2620714019,2,2,2,2,8.98522764202697,14.2641844267592
"95",42,1,1,2,1,11,4514409,0,2,0,0,816666.666666667,40,6,57,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"96",23,1,1,2,0,11,4514409,0,2,0,0,8e+05,80,6,37,2,2,1,1,1,2,8e+05,2333.33325195312,2,2,2,2,7.75505310449211,13.5923670066501
"97",38,1,0,1,0,11,4514410,0,3,1,0,3201666.66666667,84,5,58,2,1,1,1,0,5,2900000,8055.5556640625,1,9,1,2,8.99411727697637,14.8802212949567
"98",22,1,1,1,0,11,4514411,0,3,1,0,766883.666666667,48,6,38,3,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"99",21,1,1,1,0,11,4514411,0,3,1,0,737717,48,6,6,4,1,1,0,1,2,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"100",47,1,1,1,0,11,4514411,0,3,1,0,766883.666666667,48,6,85,1,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"101",50,1,1,1,0,11,4514411,0,3,1,0,798967,48,6,55,2,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"102",35,1,0,1,0,11,4514412,0,3,1,0,1541473.33333333,50,7,3,1,1,1,1,0,5,1300000,6066.66650390625,2,1,1,2,8.71056455756814,14.0778748224318
"103",37,1,0,1,0,11,4514412,0,3,1,0,889217,40,7,54,2,1,1,0,0,5,737717,4303.34912109375,2,2,1,2,8.36714886389406,13.5113155612049
"104",24,1,0,1,0,11,4514413,0,2,1,0,1058300,45,7,21,3,1,1,0,0,5,9e+05,4666.66650390625,2,1,2,2,8.44820028505205,13.7101500423064
"105",47,1,0,2,0,11,4514413,0,2,0,0,720000,36,5,54,2,1,3,0,1,1,3e+05,1944.44445800781,2,1,2,2,7.57273158955083,12.6115377536383
"106",43,1,1,2,1,11,4514414,0,2,0,0,2300000,70,6,98,1,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"107",19,1,1,2,1,11,4514415,0,3,0,0,1700000,48,6,84,3,1,1,1,0,3,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"108",46,1,1,2,0,11,4514415,0,3,0,0,530000,40,6,54,1,1,1,0,1,1,360000,2100,2,2,2,2,7.64969262371151,12.7938593104323
"109",57,1,1,1,0,11,4514416,0,2,1,0,838333,48,6,55,2,1,1,0,0,5,780000,3791.66674804688,2,1,2,2,8.24056097661395,13.5670491986658
"110",24,1,1,2,0,11,4514416,0,2,0,0,6e+05,16,6,58,3,1,3,1,1,2,6e+05,8750,2,2,2,2,9.07680897935166,13.3046849341983
"111",24,1,0,1,0,11,4514416,0,2,1,0,8e+05,48,5,58,6,1,1,1,0,3,1566233.77618804,7984.2620714019,2,2,1,2,8.98522764202697,14.2641844267592
"112",20,1,0,1,0,11,4514416,0,2,1,0,737717,48,7,33,5,1,1,0,0,4,737717,3586.12426757812,2,2,2,2,8.18482730710011,13.5113155612049
"113",42,1,0,3,1,11,4514417,0,3,1,0,5050000,8,7,13,1,1,2,0,0,5,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"114",57,1,0,3,1,11,4514418,0,2,1,0,1620000,32,5,57,1,1,1,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"115",42,1,0,2,0,11,4514419,0,2,0,0,737717,50,5,93,3,1,3,1,1,2,737717,3442.67944335938,2,2,2,2,8.14400535512938,13.5113155612049
"116",25,1,1,1,0,11,4514420,0,2,1,0,1274806.66666667,48,6,37,2,1,1,1,0,5,1100000,5347.22216796875,2,1,2,2,8.58433248410776,13.9108207377686
"117",58,1,0,1,0,11,4514421,0,3,1,0,2333333.33333333,30,7,13,2,1,2,0,0,5,2e+06,15555.5556640625,2,2,2,2,9.65217313123067,14.5086577385242
"118",46,1,1,1,0,11,4514422,0,2,1,0,2600000,50,6,39,1,1,1,1,0,4,2100000,9800,2,2,2,2,9.19013766465866,14.5574479026937
"119",54,1,0,2,1,11,4514423,0,2,0,0,5e+05,5,5,85,1,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"120",25,1,1,1,0,11,4514423,0,2,1,0,950000,48,6,45,3,1,1,1,0,5,950000,4618.0556640625,2,1,2,2,8.43772904355823,13.7642172635767
"121",31,1,0,1,0,11,4514424,0,3,1,0,2166666.66666667,48,7,6,1,1,1,0,0,5,2e+06,9722.22265625,2,1,2,2,9.18216953965234,14.5086577385242
"122",23,1,0,1,0,11,4514428,0,3,1,0,1599806.66666667,45,7,2,2,1,1,0,0,5,1400000,7259.25927734375,2,1,2,2,8.89003307469956,14.1519827945855
"123",25,1,0,1,0,11,4514428,0,3,1,0,903140,40,7,39,1,1,1,1,0,3,8e+05,4666.66650390625,2,1,2,2,8.44820028505205,13.5923670066501
"124",26,1,1,2,0,11,4514429,0,2,0,0,1200000,48,6,77,1,1,3,1,1,2,1200000,5833.33349609375,2,2,2,2,8.67134389914528,13.9978321147582
"125",31,1,0,1,0,11,4514430,0,3,1,0,4500000,48,7,11,1,1,1,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"126",35,1,0,1,0,11,4514430,0,3,1,0,4441000,48,7,21,2,1,1,0,0,5,4066000,19765.27734375,2,2,2,2,9.89168200769659,15.2181702731704
"127",52,1,0,1,0,11,4514431,0,2,1,0,1166473.33333333,48,5,58,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"128",51,1,0,1,0,11,4514431,0,2,1,0,882333.416666667,48,5,55,2,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"129",49,1,1,2,1,11,4514433,0,2,0,0,3e+05,48,6,79,2,1,3,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"130",60,1,1,1,0,11,4514433,0,2,1,0,1483140,54,6,93,1,1,1,1,0,5,1400000,6049.3828125,2,1,2,2,8.70771153135825,14.1519827945855
"131",30,1,1,1,0,11,4514434,0,3,1,0,1388140,48,6,58,1,1,1,1,0,3,1140000,5541.66650390625,2,1,2,2,8.62005054748564,13.9465388203707
"132",60,1,0,2,1,11,4514434,0,3,0,0,1e+05,84,5,41,2,1,3,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"133",32,1,0,2,0,11,4514434,0,3,0,0,9e+05,84,5,77,1,2,1,1,1,2,9e+05,2500,2,2,2,2,7.82404601085629,13.7101500423064
"134",27,1,0,1,0,11,4514434,0,3,1,0,1223140,48,3,58,1,1,1,1,0,3,1140000,5541.66650390625,2,1,2,2,8.62005054748564,13.9465388203707
"135",52,1,1,2,1,11,4514435,0,3,0,0,6e+05,70,6,79,1,2,1,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"136",48,1,1,2,1,11,4514435,0,3,0,0,6e+05,70,6,79,2,2,1,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"137",21,1,0,1,0,11,4514435,0,3,1,0,837717,48,7,19,3,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"138",30,1,0,1,0,11,4514436,0,2,1,0,1e+06,48,7,15,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"139",55,1,1,2,1,11,4514437,0,2,0,0,1500000,48,6,98,1,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"140",27,1,0,1,0,11,4514438,0,3,1,0,3150000,45,7,8,3,1,1,1,0,5,2700000,14000,2,2,1,2,9.5468126085974,14.8087623309746
"141",59,1,0,1,0,11,4514438,0,3,1,0,1426473.33333333,48,3,45,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"142",57,1,0,1,0,11,4514438,0,3,1,0,1300000,40,4,54,2,1,1,0,1,1,1200000,7000,2,1,2,2,8.85366542803745,13.9978321147582
"143",61,1,0,2,1,11,4514439,0,3,0,0,450000,48,3,55,2,1,3,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"144",52,1,0,2,1,11,4514439,0,3,0,0,8e+05,48,4,61,1,1,3,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"145",43,1,1,2,0,11,4514440,0,3,0,0,8e+05,65,6,84,1,1,1,1,1,2,8e+05,2871.794921875,2,2,2,2,7.9626925215862,13.5923670066501
"146",42,1,0,1,0,11,4514442,0,2,1,0,1403806.66666667,48,7,58,1,1,1,1,0,5,1200000,5833.33349609375,2,1,1,2,8.67134389914528,13.9978321147582
"147",50,1,0,2,1,11,4514444,0,3,0,0,1130000,28,7,44,1,1,3,0,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"148",26,1,0,2,0,11,4514446,0,4,0,0,3e+06,60,7,45,2,1,1,0,1,2,3e+06,11666.6669921875,2,2,2,2,9.36449107970523,14.9141228466324
"149",48,1,0,2,0,11,4514446,0,4,0,0,5e+06,60,5,41,1,1,1,0,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"150",36,1,1,2,1,11,4514447,0,3,0,0,1250000,70,6,84,1,1,3,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"151",22,1,1,1,0,11,4514448,0,2,1,0,820857,48,6,58,3,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"152",44,1,0,1,0,11,4514449,0,3,1,0,1408000,50,7,21,4,1,1,1,0,4,1566233.77618804,7984.2620714019,2,2,2,2,8.98522764202697,14.2641844267592
"153",41,1,0,1,0,11,4514449,0,3,1,0,3250000,48,7,39,5,1,1,0,0,5,3e+06,14583.3330078125,2,2,2,2,9.58763458079622,14.9141228466324
"154",73,1,0,2,0,11,4514450,0,2,0,0,91666.6666666667,60,3,45,1,1,1,1,1,2,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"155",44,1,1,1,0,11,4514450,0,2,1,0,1254000,48,6,90,3,1,1,0,0,5,9e+05,4375,2,1,1,2,8.38366179879172,13.7101500423064
"156",21,1,0,1,0,11,4514450,0,2,1,0,1383140,48,7,55,4,1,1,1,0,5,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"157",19,1,1,1,0,11,4514450,0,2,1,0,5e+05,48,6,58,5,1,2,1,0,5,5e+05,2430.5556640625,2,2,2,2,7.79587517853245,13.1223633774043
"158",37,1,1,2,1,11,4514450,0,2,0,0,8e+05,60,6,37,8,1,1,1,1,1,1566233.77618804,7984.2620714019,2,1,2,2,8.98522764202697,14.2641844267592
"159",39,1,0,1,0,11,4514450,0,2,1,0,991333.416666667,48,7,79,7,1,1,0,0,3,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
