"","age","urban","college","cotPension","cuentaPropia","depto","directorio","dsi","estrato","formal","inac","ingtot","hoursWorkUsual","maxEducLevel","oficio","orden","salud","seguridadsocial","sex","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","sub.alimentacion","sub.transporte","sub.familiar","sub.educativo","log_y_salary_h","log_y_salary_m"
"1",36,1,1,1,0,11,4514331,0,2,1,0,1840833.33333333,45,6,39,1,1,2,1,0,5,1300000,6740.74072265625,1,2,1,2,8.81592509737174,14.0778748224318
"2",51,1,0,1,0,11,4514333,0,2,1,0,1878973.33333333,48,7,85,1,1,1,1,0,3,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"3",45,1,0,1,0,11,4514334,0,2,1,0,883357,56,4,45,1,1,1,1,1,2,737717,3073.82080078125,2,1,2,2,8.03067662727285,13.5113155612049
"4",61,1,0,2,0,11,4514335,0,2,0,0,1200000,40,3,53,1,1,3,1,0,4,7e+05,4083.33325195312,2,2,2,2,8.31466890737492,13.4588356140255
"5",35,1,0,1,0,11,4514338,0,2,1,0,1941500,48,7,13,2,1,2,0,0,5,1700000,8263.888671875,2,2,1,2,9.01965053925121,14.3461388090264
"6",35,1,1,1,0,11,4514339,0,2,1,0,1083000,40,6,42,1,1,1,0,0,5,950000,5541.66650390625,2,1,1,2,8.62005054748564,13.7642172635767
"7",39,1,0,1,0,11,4514339,0,2,1,0,1716333.33333333,44,7,33,2,1,1,1,0,5,1450000,7689.39404296875,2,1,1,2,8.94759726134148,14.1870741143968
"8",29,1,1,1,0,11,4514343,0,2,1,0,779000,54,6,45,1,1,1,1,1,2,750000,3240.74072265625,2,2,1,2,8.08355720076102,13.5278284855125
"9",56,1,0,1,0,11,4514348,0,2,1,0,820857,48,4,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"10",23,1,0,1,0,11,4514349,0,2,1,0,1226333.41666667,40,7,39,3,1,1,1,0,5,737717,4303.34912109375,2,1,2,2,8.36714886389406,13.5113155612049
"11",30,1,1,1,0,11,4514349,0,2,1,0,1237806.66666667,54,6,53,2,1,1,1,0,3,8e+05,3456.7900390625,2,1,2,2,8.14809570306489,13.5923670066501
"12",28,1,0,1,0,11,4514350,0,2,1,0,949806.666666667,48,7,39,2,1,1,1,0,5,8e+05,3888.88891601562,1,1,2,2,8.26587877011078,13.5923670066501
"13",36,1,1,2,0,11,4514352,0,2,0,0,310000,16,6,37,2,1,3,1,1,2,3e+05,4375,2,2,2,2,8.38366179879172,12.6115377536383
"14",33,1,0,1,0,11,4514354,0,2,1,0,1591500,48,7,39,2,1,1,0,0,3,1500000,7291.66650390625,2,2,1,2,8.89448740023628,14.2209756660724
"15",38,1,1,1,0,11,4514354,0,2,1,0,795883.666666667,48,6,37,1,1,1,1,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"16",51,1,1,1,0,11,4514357,0,2,1,0,1083333.33333333,45,6,55,1,1,1,0,0,4,1e+06,5185.18505859375,2,1,2,2,8.55356081117305,13.8155105579643
"17",43,1,0,1,0,11,4514359,0,2,1,0,3633333.33333333,48,7,21,1,1,1,1,0,5,3500000,17013.888671875,2,2,2,2,9.74178527018981,15.0682735264596
"18",41,1,1,1,0,11,4514360,0,2,1,0,1659806.66666667,40,6,32,1,1,2,0,0,5,1400000,8166.66650390625,2,1,1,2,9.00781608793486,14.1519827945855
"19",31,1,1,1,0,11,4514361,0,2,1,0,826883.666666667,48,6,97,2,1,1,0,0,4,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"20",36,1,0,1,0,11,4514361,0,2,1,0,825800.333333333,48,5,98,3,1,1,1,0,4,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"21",50,1,1,1,0,11,4514363,0,2,1,0,910333.416666667,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"22",42,1,1,1,0,11,4514364,0,2,1,0,1087000,48,6,54,2,1,1,0,1,1,9e+05,4375,2,1,2,2,8.38366179879172,13.7101500423064
"23",45,1,0,1,0,11,4514364,0,2,1,0,1500000,45,4,98,1,1,1,1,0,3,1500000,7777.77783203125,2,2,2,2,8.95902595067072,14.2209756660724
"24",20,1,0,1,0,11,4514364,0,2,1,0,786000,60,7,95,3,1,1,1,0,5,786000,3056.66674804688,2,2,2,2,8.02508030320624,13.5747120714113
"25",49,1,1,1,0,11,4514365,0,2,1,0,1283140,48,6,58,1,1,1,1,0,4,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"26",27,1,0,1,0,11,4514368,0,2,1,0,1333140,42,7,33,2,1,1,1,0,5,1200000,6666.66650390625,2,1,2,2,8.80487523945396,13.9978321147582
"27",24,1,0,1,0,11,4514369,0,2,1,0,3050000,40,7,30,3,1,1,0,0,4,2300000,13416.6669921875,2,2,2,2,9.50425301844102,14.6484196808994
"28",47,1,0,1,0,11,4514369,0,2,1,0,2283333.33333333,84,7,19,1,1,1,0,0,5,1700000,4722.22216796875,2,1,2,2,8.46003476608732,14.3461388090264
"29",21,1,0,2,0,11,4514370,0,3,0,0,350000,15,7,42,2,1,3,1,0,3,350000,5444.4443359375,2,2,2,2,8.6023509798267,12.7656884334656
"30",29,1,1,2,0,11,4514371,0,2,0,0,820857,48,6,55,1,1,1,1,1,2,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"31",35,1,0,1,0,11,4514374,0,2,1,0,1513140,56,4,98,2,1,1,1,0,5,1200000,5000,2,1,2,2,8.51719319141624,13.9978321147582
"32",56,1,1,1,0,11,4514374,0,2,1,0,882333.416666667,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"33",53,1,1,1,0,11,4514375,0,2,1,0,1275000,48,6,45,1,1,1,0,0,5,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"34",23,1,0,1,0,11,4514375,0,2,1,0,1625000,48,7,39,2,1,1,0,0,5,1500000,7291.66650390625,2,2,2,2,8.89448740023628,14.2209756660724
"35",41,1,1,1,0,11,4514376,0,2,1,0,820857,49,6,55,1,1,1,1,0,3,737717,3512.93798828125,2,1,2,2,8.16420800004093,13.5113155612049
"36",32,1,1,2,0,11,4514377,0,2,0,0,820857,48,6,32,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"37",62,1,0,2,0,11,4514378,0,2,0,0,1550000,84,4,39,1,1,3,1,1,2,1200000,3333.33325195312,1,2,2,2,8.11172805889401,13.9978321147582
"38",24,1,0,1,0,11,4514379,0,2,1,0,1693140,48,7,84,1,1,1,1,0,5,1400000,6805.5556640625,2,1,2,2,8.82549456701463,14.1519827945855
"39",43,1,0,1,0,11,4514380,0,3,1,0,3150000,30,7,13,2,1,2,0,0,5,2800000,21777.77734375,2,2,2,2,9.98864534094659,14.8451299751454
"40",55,1,0,1,0,11,4514380,0,3,1,0,2925000,30,7,13,1,1,2,1,0,5,2600000,20222.22265625,2,2,2,2,9.91453741018563,14.7710220029917
"41",73,1,0,1,0,11,4514381,0,2,1,0,1587717,40,4,54,1,1,1,0,1,1,737717,4303.34912109375,2,2,2,2,8.36714886389406,13.5113155612049
"42",51,1,0,2,0,11,4514382,0,2,0,0,1e+06,48,5,93,2,1,3,1,1,2,1e+06,4861.111328125,2,2,2,2,8.4890223590924,13.8155105579643
"43",47,1,1,1,0,11,4514384,0,3,1,0,882523.666666667,48,6,97,8,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"44",29,1,1,1,0,11,4514384,0,3,1,0,1237140,40,6,39,6,1,1,0,0,4,9e+05,5250,2,1,1,2,8.56598335558567,13.7101500423064
"45",25,1,1,1,0,11,4514387,0,3,1,0,1551473.33333333,60,6,54,3,1,1,0,1,1,625000,2430.5556640625,2,1,2,2,7.79587517853245,13.3455069287185
"46",24,1,1,1,0,11,4514388,0,3,1,0,935166.666666667,48,6,58,2,1,1,0,0,5,781000,3796.52783203125,2,1,2,2,8.24184219959738,13.5683304288218
"47",27,1,1,1,0,11,4514388,0,3,1,0,941166.666666667,48,6,58,1,1,1,1,0,5,781000,3796.52783203125,2,1,2,2,8.24184219959738,13.5683304288218
"48",52,1,0,1,0,11,4514390,0,4,1,0,11177083.3333333,45,7,2,1,1,1,1,0,5,7500000,38888.890625,2,2,2,2,10.5684639007722,15.8304135785065
"49",52,1,0,1,0,11,4514390,0,4,1,0,6018333.33333333,45,7,2,2,1,1,0,0,5,5200000,26962.962890625,2,2,2,2,10.2022194584916,15.4641691835517
"50",25,1,0,1,0,11,4514390,0,4,1,0,1461473.33333333,48,7,2,4,1,1,1,0,5,1320000,6416.66650390625,2,1,2,2,8.76665402568256,14.0931422945626
"51",30,1,0,1,0,11,4514391,0,4,1,0,2166666.66666667,48,7,2,2,1,1,0,0,4,2e+06,9722.22265625,2,2,2,2,9.18216953965234,14.5086577385242
"52",19,1,0,1,0,11,4514395,0,3,1,0,916666.666666667,48,7,33,3,1,1,0,0,5,850000,4131.9443359375,2,1,2,2,8.32650335869126,13.6529916284665
"53",37,1,0,1,0,11,4514395,0,3,1,0,889357,48,7,41,1,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"54",41,1,0,1,0,11,4514397,0,4,1,0,6716666.66666667,48,7,44,1,1,1,1,0,5,5e+06,24305.5546875,2,2,2,2,10.0984601911694,15.4249484703984
"55",33,1,0,1,0,11,4514398,0,4,1,0,650000,30,7,53,3,1,1,0,0,3,650000,5055.5556640625,2,2,2,2,8.52824304906573,13.3847276418718
"56",53,1,1,1,0,11,4514402,0,2,1,0,849857,48,6,55,1,1,1,0,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"57",60,1,0,2,0,11,4514403,0,3,0,0,897717,45,4,54,1,1,1,0,1,1,737717,3825.19921875,2,2,2,2,8.24936582823768,13.5113155612049
"58",43,1,0,1,0,11,4514404,0,2,1,0,2018667,30,7,13,2,1,2,0,0,5,1602000,12460,2,1,2,2,9.43027879234144,14.2867634066104
"59",62,1,1,2,0,11,4514404,0,2,0,0,780000,48,6,92,1,1,3,0,0,3,780000,3791.66674804688,2,2,2,2,8.24056097661395,13.5670491986658
"60",47,1,1,2,0,11,4514405,0,2,0,0,3200000,60,6,98,1,1,1,1,0,3,3200000,12444.4443359375,2,2,2,2,9.4290295642217,14.97866136777
"61",44,1,0,1,0,11,4514406,0,3,1,0,1550000,10,7,37,1,1,1,0,0,3,7e+05,16333.3330078125,2,2,2,2,9.70096326849481,13.4588356140255
"62",23,1,1,2,0,11,4514409,0,2,0,0,8e+05,80,6,37,2,2,NA,1,1,2,8e+05,2333.33325195312,2,2,2,2,7.75505310449211,13.5923670066501
"63",38,1,0,1,0,11,4514410,0,3,1,0,3201666.66666667,84,5,58,2,1,1,1,0,5,2900000,8055.5556640625,1,9,1,2,8.99411727697637,14.8802212949567
"64",22,1,1,1,0,11,4514411,0,3,1,0,766883.666666667,48,6,38,3,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"65",21,1,1,1,0,11,4514411,0,3,1,0,737717,48,6,6,4,1,1,0,1,2,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"66",47,1,1,1,0,11,4514411,0,3,1,0,766883.666666667,48,6,85,1,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"67",50,1,1,1,0,11,4514411,0,3,1,0,798967,48,6,55,2,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"68",35,1,0,1,0,11,4514412,0,3,1,0,1541473.33333333,50,7,3,1,1,1,1,0,5,1300000,6066.66650390625,2,1,1,2,8.71056455756814,14.0778748224318
"69",37,1,0,1,0,11,4514412,0,3,1,0,889217,40,7,54,2,1,1,0,0,5,737717,4303.34912109375,2,2,1,2,8.36714886389406,13.5113155612049
"70",24,1,0,1,0,11,4514413,0,2,1,0,1058300,45,7,21,3,1,1,0,0,5,9e+05,4666.66650390625,2,1,2,2,8.44820028505205,13.7101500423064
"71",47,1,0,2,0,11,4514413,0,2,0,0,720000,36,5,54,2,1,3,0,1,1,3e+05,1944.44445800781,2,1,2,2,7.57273158955083,12.6115377536383
"72",46,1,1,2,0,11,4514415,0,3,0,0,530000,40,6,54,1,1,1,0,1,1,360000,2100,2,2,2,2,7.64969262371151,12.7938593104323
"73",57,1,1,1,0,11,4514416,0,2,1,0,838333,48,6,55,2,1,1,0,0,5,780000,3791.66674804688,2,1,2,2,8.24056097661395,13.5670491986658
"74",24,1,1,2,0,11,4514416,0,2,0,0,6e+05,16,6,58,3,1,3,1,1,2,6e+05,8750,2,2,2,2,9.07680897935166,13.3046849341983
"75",20,1,0,1,0,11,4514416,0,2,1,0,737717,48,7,33,5,1,1,0,0,4,737717,3586.12426757812,2,2,2,2,8.18482730710011,13.5113155612049
"76",42,1,0,2,0,11,4514419,0,2,0,0,737717,50,5,93,3,1,3,1,1,2,737717,3442.67944335938,2,2,2,2,8.14400535512938,13.5113155612049
"77",25,1,1,1,0,11,4514420,0,2,1,0,1274806.66666667,48,6,37,2,1,1,1,0,5,1100000,5347.22216796875,2,1,2,2,8.58433248410776,13.9108207377686
"78",58,1,0,1,0,11,4514421,0,3,1,0,2333333.33333333,30,7,13,2,1,2,0,0,5,2e+06,15555.5556640625,2,2,2,2,9.65217313123067,14.5086577385242
"79",46,1,1,1,0,11,4514422,0,2,1,0,2600000,50,6,39,1,1,1,1,0,4,2100000,9800,2,2,2,2,9.19013766465866,14.5574479026937
"80",25,1,1,1,0,11,4514423,0,2,1,0,950000,48,6,45,3,1,1,1,0,5,950000,4618.0556640625,2,1,2,2,8.43772904355823,13.7642172635767
"81",31,1,0,1,0,11,4514424,0,3,1,0,2166666.66666667,48,7,6,1,1,1,0,0,5,2e+06,9722.22265625,2,1,2,2,9.18216953965234,14.5086577385242
"82",23,1,0,1,0,11,4514428,0,3,1,0,1599806.66666667,45,7,2,2,1,1,0,0,5,1400000,7259.25927734375,2,1,2,2,8.89003307469956,14.1519827945855
"83",25,1,0,1,0,11,4514428,0,3,1,0,903140,40,7,39,1,1,1,1,0,3,8e+05,4666.66650390625,2,1,2,2,8.44820028505205,13.5923670066501
"84",26,1,1,2,0,11,4514429,0,2,0,0,1200000,48,6,77,1,1,3,1,1,2,1200000,5833.33349609375,2,2,2,2,8.67134389914528,13.9978321147582
"85",35,1,0,1,0,11,4514430,0,3,1,0,4441000,48,7,21,2,1,1,0,0,5,4066000,19765.27734375,2,2,2,2,9.89168200769659,15.2181702731704
"86",52,1,0,1,0,11,4514431,0,2,1,0,1166473.33333333,48,5,58,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"87",51,1,0,1,0,11,4514431,0,2,1,0,882333.416666667,48,5,55,2,1,1,0,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"88",60,1,1,1,0,11,4514433,0,2,1,0,1483140,54,6,93,1,1,1,1,0,5,1400000,6049.3828125,2,1,2,2,8.70771153135825,14.1519827945855
"89",30,1,1,1,0,11,4514434,0,3,1,0,1388140,48,6,58,1,1,1,1,0,3,1140000,5541.66650390625,2,1,2,2,8.62005054748564,13.9465388203707
"90",32,1,0,2,0,11,4514434,0,3,0,0,9e+05,84,5,77,1,2,NA,1,1,2,9e+05,2500,2,2,2,2,7.82404601085629,13.7101500423064
"91",27,1,0,1,0,11,4514434,0,3,1,0,1223140,48,3,58,1,1,1,1,0,3,1140000,5541.66650390625,2,1,2,2,8.62005054748564,13.9465388203707
"92",21,1,0,1,0,11,4514435,0,3,1,0,837717,48,7,19,3,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"93",30,1,0,1,0,11,4514436,0,2,1,0,1e+06,48,7,15,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"94",27,1,0,1,0,11,4514438,0,3,1,0,3150000,45,7,8,3,1,1,1,0,5,2700000,14000,2,2,1,2,9.5468126085974,14.8087623309746
"95",59,1,0,1,0,11,4514438,0,3,1,0,1426473.33333333,48,3,45,1,1,1,1,0,5,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"96",57,1,0,1,0,11,4514438,0,3,1,0,1300000,40,4,54,2,1,1,0,1,1,1200000,7000,2,1,2,2,8.85366542803745,13.9978321147582
"97",43,1,1,2,0,11,4514440,0,3,0,0,8e+05,65,6,84,1,1,1,1,1,2,8e+05,2871.794921875,2,2,2,2,7.9626925215862,13.5923670066501
"98",42,1,0,1,0,11,4514442,0,2,1,0,1403806.66666667,48,7,58,1,1,1,1,0,5,1200000,5833.33349609375,2,1,1,2,8.67134389914528,13.9978321147582
"99",26,1,0,2,0,11,4514446,0,4,0,0,3e+06,60,7,45,2,1,1,0,1,2,3e+06,11666.6669921875,2,2,2,2,9.36449107970523,14.9141228466324
"100",22,1,1,1,0,11,4514448,0,2,1,0,820857,48,6,58,3,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"101",41,1,0,1,0,11,4514449,0,3,1,0,3250000,48,7,39,5,1,1,0,0,5,3e+06,14583.3330078125,2,2,2,2,9.58763458079622,14.9141228466324
"102",44,1,1,1,0,11,4514450,0,2,1,0,1254000,48,6,90,3,1,1,0,0,5,9e+05,4375,2,1,1,2,8.38366179879172,13.7101500423064
"103",21,1,0,1,0,11,4514450,0,2,1,0,1383140,48,7,55,4,1,1,1,0,5,1200000,5833.33349609375,2,1,2,2,8.67134389914528,13.9978321147582
"104",19,1,1,1,0,11,4514450,0,2,1,0,5e+05,48,6,58,5,1,2,1,0,5,5e+05,2430.5556640625,2,2,2,2,7.79587517853245,13.1223633774043
"105",39,1,0,1,0,11,4514450,0,2,1,0,991333.416666667,48,7,79,7,1,1,0,0,3,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"106",19,1,1,1,0,11,4514451,0,2,1,0,3e+05,70,6,58,3,1,2,1,0,5,3e+05,1000,2,2,2,2,6.90775527898214,12.6115377536383
"107",59,1,0,1,0,11,4514452,0,4,1,0,8272166.66666667,48,7,3,1,1,1,1,1,2,7370000,35826.390625,2,2,2,2,10.4864400691098,15.8129282641655
"108",53,1,0,1,0,11,4514452,0,4,1,0,1260394.16666667,48,7,51,2,1,1,0,1,2,820850,3990.2431640625,2,1,2,2,8.291607451401,13.6180956677227
"109",51,1,0,1,0,11,4514453,0,4,1,0,1.2e+07,60,7,21,2,1,1,0,0,5,1e+07,38888.890625,2,2,2,2,10.5684639007722,16.1180956509583
"110",31,1,0,1,0,11,4514454,0,4,1,0,2683333.33333333,48,7,2,3,1,1,1,1,2,2500000,12152.77734375,2,2,2,2,9.40531301060941,14.7318012898384
"111",28,1,0,1,0,11,4514454,0,4,1,0,1623333.33333333,36,7,39,4,1,1,0,0,5,1490000,9657.4072265625,2,2,2,2,9.17548048813266,14.2142866779216
"112",26,1,0,1,0,11,4514456,0,3,1,0,1300000,48,7,2,3,1,1,1,0,4,1300000,6319.4443359375,2,2,2,2,8.7513865617467,14.0778748224318
"113",57,1,0,1,0,11,4514457,0,2,1,0,1550000,40,7,13,2,1,2,0,0,5,1550000,9041.6669921875,2,1,2,2,9.10959883817695,14.2537654888954
"114",49,1,0,1,0,11,4514458,0,3,1,0,6e+05,60,7,77,1,1,1,0,1,2,6e+05,2333.33325195312,2,2,2,2,7.75505310449211,13.3046849341983
"115",58,1,0,1,0,11,4514459,0,2,1,0,3375000,48,7,39,1,1,1,0,0,5,3e+06,14583.3330078125,2,2,2,2,9.58763458079622,14.9141228466324
"116",25,1,1,1,0,11,4514460,0,3,1,0,1033357,48,6,87,2,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"117",26,1,0,1,0,11,4514463,0,3,1,0,2837333.33333333,48,7,2,1,1,1,0,0,5,2e+06,9722.22265625,2,2,1,2,9.18216953965234,14.5086577385242
"118",51,1,1,2,0,11,4514466,0,3,0,0,1500000,48,6,91,1,1,1,1,1,2,1500000,7291.66650390625,2,2,2,2,8.89448740023628,14.2209756660724
"119",45,1,1,1,0,11,4514467,0,3,1,0,781000,70,6,98,1,1,1,1,1,2,781000,2603.33325195312,2,2,2,2,7.86454792290562,13.5683304288218
"120",38,1,1,1,0,11,4514468,0,2,1,0,916666.666666667,48,6,98,1,1,1,1,0,4,850000,4131.9443359375,2,2,2,2,8.32650335869126,13.6529916284665
"121",36,1,0,1,0,11,4514470,0,3,1,0,5287500,54,7,8,1,1,1,1,0,5,4700000,20308.642578125,2,2,2,2,9.91880181719192,15.3630730666803
"122",20,1,0,2,0,11,4514471,0,1,0,0,650000,50,5,98,3,1,3,1,1,2,5e+05,2333.33325195312,2,2,2,2,7.75505310449211,13.1223633774043
"123",53,1,0,1,0,11,4514472,0,4,1,0,1.8e+07,56,7,6,1,1,1,0,0,5,1.8e+07,75000,2,2,2,2,11.2252433925184,16.7058823158604
"124",22,1,1,1,0,11,4514474,0,2,1,0,820857,72,6,39,3,1,1,1,0,5,737717,2390.74951171875,2,1,2,2,7.77936219899194,13.5113155612049
"125",46,1,0,1,0,11,4514475,0,1,1,0,820857,48,4,95,1,1,1,1,1,2,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"126",27,1,1,1,0,11,4514477,0,2,1,0,849857,48,6,79,2,1,1,0,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"127",52,1,0,1,0,11,4514477,0,2,1,0,1226473.33333333,48,7,59,1,1,1,0,0,5,1e+06,4861.111328125,1,1,1,2,8.4890223590924,13.8155105579643
"128",55,1,1,2,0,11,4514479,0,2,0,0,550000,48,6,54,1,1,2,0,1,1,250000,1215.27783203125,2,2,2,2,7.10272799797251,12.4292161968444
"129",37,1,0,1,0,11,4514480,0,2,1,0,1300000,48,7,19,1,1,1,1,0,5,1300000,6319.4443359375,2,1,2,2,8.7513865617467,14.0778748224318
"130",63,1,0,1,0,11,4514481,0,1,1,0,833333.333333333,48,3,83,1,1,1,1,0,5,8e+05,3888.88891601562,2,1,2,2,8.26587877011078,13.5923670066501
"131",49,1,0,2,0,11,4514483,0,2,0,0,750000,30,4,54,1,1,1,0,1,1,6e+05,4666.66650390625,2,2,2,2,8.44820028505205,13.3046849341983
"132",22,1,1,2,0,11,4514483,0,2,0,0,850000,48,6,59,2,1,3,1,0,3,850000,4131.9443359375,2,2,2,2,8.32650335869126,13.6529916284665
"133",44,1,0,1,0,11,4514484,0,2,1,0,1155000,48,7,36,3,1,1,1,0,5,9e+05,4375,1,9,2,2,8.38366179879172,13.7101500423064
"134",23,1,1,1,0,11,4514485,0,1,1,0,850023.666666667,48,6,39,3,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"135",28,1,0,2,0,11,4514485,0,1,0,0,7e+05,60,3,39,2,1,3,1,0,5,7e+05,2722.22216796875,2,2,2,2,7.90920379926675,13.4588356140255
"136",41,1,0,1,0,11,4514488,0,1,1,0,820857,48,5,58,1,1,1,1,0,4,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"137",45,1,1,1,0,11,4514489,0,2,1,0,1087140,48,6,98,1,1,1,1,0,5,9e+05,4375,2,1,1,2,8.38366179879172,13.7101500423064
"138",44,1,1,1,0,11,4514489,0,2,1,0,1025640,45,6,32,2,1,1,0,1,2,870000,4511.111328125,2,1,2,2,8.41429881636013,13.6762484906308
"139",40,1,0,1,0,11,4514490,0,2,1,0,1266666.66666667,50,7,21,1,1,1,1,0,3,1200000,5600,2,1,2,2,8.63052187672324,13.9978321147582
"140",34,1,0,1,0,11,4514490,0,2,1,0,1132300,45,7,3,2,1,1,0,0,5,9e+05,4666.66650390625,2,1,1,2,8.44820028505205,13.7101500423064
"141",26,1,1,1,0,11,4514491,0,3,1,0,866690.333333333,60,6,33,1,1,1,1,1,2,737717,2868.8994140625,2,1,2,2,7.9616837557859,13.5113155612049
"142",23,1,1,1,0,11,4514491,0,3,1,0,941357,40,6,55,2,1,1,0,0,5,737717,4303.34912109375,2,1,1,2,8.36714886389406,13.5113155612049
"143",44,1,0,2,0,11,4514492,0,3,0,0,950000,45,4,51,1,1,3,1,0,3,8e+05,4148.14794921875,2,2,2,2,8.33041723631671,13.5923670066501
"144",20,1,1,2,0,11,4514494,0,3,0,0,9e+05,48,6,45,6,1,1,0,1,2,9e+05,4375,2,2,2,2,8.38366179879172,13.7101500423064
"145",44,1,0,1,0,11,4514494,0,3,1,0,911333.416666667,48,4,45,1,1,1,1,1,2,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"146",20,1,0,2,0,11,4514494,0,3,0,0,9e+05,50,5,45,7,1,1,1,1,2,9e+05,4200,2,2,2,2,8.34283980427146,13.7101500423064
"147",21,1,1,1,0,11,4514494,0,3,1,0,1316473.33333333,48,6,92,5,1,1,1,0,4,1e+06,4861.111328125,2,1,2,2,8.4890223590924,13.8155105579643
"148",38,1,1,2,0,11,4514497,0,2,0,0,5e+05,28,6,51,2,1,1,0,1,2,5e+05,4166.66650390625,2,2,2,2,8.33487159555978,13.1223633774043
"149",43,1,1,2,0,11,4514497,0,2,0,0,8e+05,40,6,37,1,1,1,1,0,4,8e+05,4666.66650390625,2,2,2,2,8.44820028505205,13.5923670066501
"150",32,1,1,1,0,11,4514498,0,2,1,0,1e+06,48,6,45,1,1,1,1,1,2,1e+06,4861.111328125,2,2,2,2,8.4890223590924,13.8155105579643
"151",51,1,0,1,0,11,4514500,0,2,1,0,1095690.33333333,40,4,54,1,1,1,0,1,1,737717,4303.34912109375,2,1,1,2,8.36714886389406,13.5113155612049
"152",19,1,1,2,0,11,4514500,0,2,0,0,160000,24,6,53,2,1,1,0,1,2,160000,1555.55554199219,2,2,2,2,7.34958802254187,11.982929094216
"153",38,1,0,1,0,11,4514501,0,2,1,0,1286473.33333333,60,4,53,1,1,1,0,0,3,1e+06,3888.88891601562,2,1,2,2,8.26587877011078,13.8155105579643
"154",43,1,0,1,0,11,4514501,0,2,1,0,754383.666666667,54,4,87,2,1,1,1,0,5,737717,3187.666015625,2,2,2,2,8.06704427144373,13.5113155612049
"155",54,1,1,1,0,11,4514502,0,2,1,0,1070857,40,6,98,1,1,1,1,0,5,737717,4303.34912109375,1,1,2,2,8.36714886389406,13.5113155612049
"156",21,1,1,1,0,11,4514507,0,2,1,0,737717,48,6,56,1,1,1,1,0,5,737717,3586.12426757812,2,1,2,2,8.18482730710011,13.5113155612049
"157",43,1,1,1,0,11,4514511,0,2,1,0,1032333.41666667,50,6,54,1,1,1,0,1,1,737717,3442.67944335938,2,1,2,2,8.14400535512938,13.5113155612049
"158",37,1,0,2,0,11,4514512,0,2,0,0,3e+05,40,4,45,3,1,3,0,1,2,3e+05,1750,2,2,2,2,7.46737106691756,12.6115377536383
"159",24,1,0,2,0,11,4514512,0,2,0,0,240000,30,7,53,2,1,3,0,1,2,240000,1866.66662597656,2,2,2,2,7.53190956625686,12.3883942023241
"160",43,1,1,1,0,11,4514514,0,2,1,0,1080857,40,6,55,2,1,1,0,0,4,737717,4303.34912109375,2,1,1,2,8.36714886389406,13.5113155612049
"161",43,1,0,1,0,11,4514514,0,2,1,0,1820333.41666667,48,7,33,1,1,1,1,0,5,737717,3586.12426757812,2,1,1,2,8.18482730710011,13.5113155612049
"162",33,1,1,2,0,11,4514515,0,2,0,0,8e+05,50,6,95,1,2,NA,1,0,3,8e+05,3733.33325195312,2,2,2,2,8.2250567468168,13.5923670066501
